epoch,train loss,reg loss,train acc,test loss,test acc
0,0.617883627453158,0.0,tensor(70.5853),0.9462971091270447,tensor(49)
1,0.5507667449212843,0.0,tensor(77.1825),0.9306467374165853,tensor(50)
2,0.5480589357114607,0.0,tensor(76.8353),0.9338013033072153,tensor(50)
3,0.5368263538806669,0.0,tensor(77.4306),0.9463051160176595,tensor(49)
4,0.5305795006213649,0.0,tensor(78.1250),0.9463006357351939,tensor(49)
5,0.5094975329214527,0.0,tensor(80.2083),0.9463051160176595,tensor(49)
6,0.5103006069698641,0.0,tensor(80.4564),0.6651440411806107,tensor(72)
7,0.5025763727964894,0.0,tensor(80.8036),0.9460832178592682,tensor(49)
8,0.49305089346824155,0.0,tensor(83.0853),0.9430300990740458,tensor(49)
9,0.48821814598575713,0.0,tensor(82.4901),0.951292355855306,tensor(50)
10,0.47832497617890757,0.0,tensor(84.1766),0.9536021649837494,tensor(49)
11,0.4837523631511196,0.0,tensor(82.9861),0.8293772836526235,tensor(48)
12,0.4765812913256307,0.0,tensor(83.9782),0.9512691696484884,tensor(50)
13,0.48747983238389414,0.0,tensor(82.9365),0.9462863802909851,tensor(49)
14,0.47031091057485147,0.0,tensor(84.9702),0.9106446703275045,tensor(50)
15,0.4703044117458405,0.0,tensor(85.0198),0.6847857882579168,tensor(71)
16,0.45643055102517527,0.0,tensor(86.0615),0.9513045251369476,tensor(50)
17,0.45877236896945583,0.0,tensor(85.9623),0.9440651337305704,tensor(50)
18,0.46131608322743445,0.0,tensor(85.7143),0.9511135319868723,tensor(50)
19,0.45910998938545106,0.0,tensor(85.4663),0.9511373738447825,tensor(50)
20,0.43785768651193185,0.0,tensor(88.2440),0.7442250649134318,tensor(65)
21,0.43374850432718953,0.0,tensor(88.6409),0.7640660007794698,tensor(61)
22,0.42975612898026744,0.0,tensor(89.0873),0.7005986273288727,tensor(67)
23,0.4283036147394488,0.0,tensor(89.1369),0.8870304723580679,tensor(50)
24,0.4120359723606417,0.0,tensor(91.3194),0.626884346206983,tensor(76)
25,0.42037441797794833,0.0,tensor(90.0794),0.5904892385005951,tensor(80)
26,0.4028406388336612,0.0,tensor(92.3115),0.9513047734896342,tensor(50)
27,0.3991133104408941,0.0,tensor(92.1627),0.904406468073527,tensor(50)
28,0.39340218180610287,0.0,tensor(93.1548),0.9165928860505422,tensor(52)
29,0.38330663884839705,0.0,tensor(94.0476),0.9462568163871765,tensor(49)
30,0.39890164954047047,0.0,tensor(92.6091),0.8279660244782766,tensor(59)
31,0.39238980556688,0.0,tensor(92.7083),0.803110659122467,tensor(60)
32,0.38392975734126183,0.0,tensor(94.0476),0.5881834874550501,tensor(81)
33,0.38737152180364054,0.0,tensor(93.6508),0.5826010952393214,tensor(80)
34,0.37675858937924905,0.0,tensor(94.8413),0.7140745868285497,tensor(68)
35,0.3647434259614637,0.0,tensor(95.8333),0.7233865161736807,tensor(66)
36,0.3717449393964583,0.0,tensor(95.3869),0.8594405055046082,tensor(54)
37,0.3829895267563482,0.0,tensor(93.5516),0.5872343430916468,tensor(79)
38,0.37411486285348095,0.0,tensor(94.9405),0.7101124276717504,tensor(68)
39,0.3660194253729236,0.0,tensor(95.7341),0.6074942698081335,tensor(78)
40,0.3614710425176928,0.0,tensor(96.2302),0.9191533923149109,tensor(52)
41,0.36020500669556277,0.0,tensor(96.3294),0.5718317578236262,tensor(81)
42,0.351462937651142,0.0,tensor(96.9742),0.5773665855328242,tensor(81)
43,0.34867368734652,0.0,tensor(97.3710),0.6895155012607574,tensor(70)
44,0.34647885589830335,0.0,tensor(97.6190),0.6719325333833694,tensor(72)
45,0.343125119805336,0.0,tensor(98.0159),0.7856100102265676,tensor(62)
46,0.3465099959604202,0.0,tensor(97.6686),0.5838615248600642,tensor(81)
47,0.34379007402927647,0.0,tensor(97.8671),0.606580783923467,tensor(78)
48,0.3427832761118489,0.0,tensor(97.9663),0.6682464132706324,tensor(73)
49,0.3454210580356659,0.0,tensor(97.7183),0.6193516006072363,tensor(77)
50,0.3428111533003469,0.0,tensor(97.9167),0.590561310450236,tensor(81)
51,0.34131431435385057,0.0,tensor(98.2143),0.6309285312891006,tensor(76)
52,0.3401016439160993,0.0,tensor(98.0159),0.5766170422236124,tensor(81)
53,0.342395945422111,0.0,tensor(97.9167),0.5685567458470663,tensor(81)
54,0.34109760532456057,0.0,tensor(98.0655),0.9121508300304413,tensor(52)
55,0.3384078918926178,0.0,tensor(98.2639),0.5830830683310827,tensor(80)
56,0.33469596360960313,0.0,tensor(98.7103),0.9213738441467285,tensor(49)
57,0.3400885275294704,0.0,tensor(98.1647),0.5888468027114868,tensor(80)
58,0.3356094821806877,0.0,tensor(98.5615),0.6459942211707433,tensor(75)
59,0.3362095567487901,0.0,tensor(98.3135),0.5815378427505493,tensor(80)
60,0.3355512883393995,0.0,tensor(98.5615),0.7579712768395742,tensor(65)
61,0.33699289733363735,0.0,tensor(98.3631),0.6345873922109604,tensor(75)
62,0.3367496762544878,0.0,tensor(98.4623),0.5990336388349533,tensor(78)
63,0.34188204186577953,0.0,tensor(98.0159),0.5957017540931702,tensor(80)
64,0.3376448216938203,0.0,tensor(98.3631),0.7742896775404612,tensor(64)
65,0.33501479991020694,0.0,tensor(98.6111),0.6242471933364868,tensor(77)
66,0.33605303302887946,0.0,tensor(98.4127),0.609027142326037,tensor(79)
67,0.3356285080794365,0.0,tensor(98.5119),0.6725343018770218,tensor(72)
68,0.33454729232095903,0.0,tensor(98.5615),0.6693381468454996,tensor(73)
69,0.33921750130191924,0.0,tensor(98.1647),0.6177365630865097,tensor(77)
70,0.33294432490102704,0.0,tensor(98.7599),0.621281291047732,tensor(74)
71,0.33367580079263254,0.0,tensor(98.6607),0.9122646450996399,tensor(52)
72,0.33450154142995037,0.0,tensor(98.6111),0.5971468289693197,tensor(80)
73,0.3342045838794401,0.0,tensor(98.7103),0.7630451718966166,tensor(64)
74,0.3338054875212331,0.0,tensor(98.7103),0.5532234162092209,tensor(82)
75,0.3363488350183733,0.0,tensor(98.5615),0.6466309577226639,tensor(76)
76,0.33389643459550794,0.0,tensor(98.7103),0.6056044896443685,tensor(80)
77,0.33170094509278575,0.0,tensor(98.8095),0.6336692621310552,tensor(75)
78,0.33294338420514136,0.0,tensor(98.8095),0.5665720999240875,tensor(81)
79,0.3309292634648661,0.0,tensor(98.9087),0.6197251180807749,tensor(77)
80,0.33093467354774475,0.0,tensor(98.9583),0.7815768520037333,tensor(62)
81,0.33176179999305355,0.0,tensor(98.8591),0.6460622102022171,tensor(73)
82,0.3305163575756934,0.0,tensor(98.9583),0.5917569299538931,tensor(80)
83,0.32944938155912584,0.0,tensor(98.9583),0.5741036087274551,tensor(80)
84,0.33102074650026136,0.0,tensor(98.8095),0.6354931890964508,tensor(76)
85,0.33028540495903264,0.0,tensor(98.9087),0.5526091257731119,tensor(82)
86,0.3295836126612079,0.0,tensor(98.9583),0.550223504503568,tensor(83)
87,0.3302408053028968,0.0,tensor(98.9583),0.5516074001789093,tensor(83)
88,0.3297945611899899,0.0,tensor(99.0079),0.6092564811309179,tensor(77)
89,0.3299456108962336,0.0,tensor(98.9583),0.5648616602023443,tensor(82)
90,0.3295160142644759,0.0,tensor(99.0079),0.5650295913219452,tensor(82)
91,0.32910732828801675,0.0,tensor(99.0079),0.5626818885405859,tensor(82)
92,0.330042106970664,0.0,tensor(98.9583),0.5737050573031107,tensor(81)
93,0.32958079922583794,0.0,tensor(98.9583),0.568132276336352,tensor(82)
94,0.3294617812479696,0.0,tensor(99.0079),0.5505990634361903,tensor(83)
95,0.32951094402420905,0.0,tensor(98.9583),0.5684958348671595,tensor(81)
96,0.3297019749879837,0.0,tensor(99.0079),0.7463472783565521,tensor(65)
97,0.32976263761520386,0.0,tensor(98.9583),0.5654917607704798,tensor(82)
98,0.32931586138663754,0.0,tensor(99.0079),0.5374286969502767,tensor(84)
99,0.3294365127240458,0.0,tensor(98.9583),0.5613730251789093,tensor(82)
100,0.32902563627689113,0.0,tensor(99.0079),0.5398667802413305,tensor(84)
101,0.32911977412239196,0.0,tensor(99.0079),0.5380157132943472,tensor(84)
102,0.3291030285819884,0.0,tensor(99.0079),0.8915570278962454,tensor(53)
103,0.32976624609962585,0.0,tensor(98.9583),0.5528256148099899,tensor(84)
104,0.32950866126245065,0.0,tensor(99.0079),0.581939826409022,tensor(79)
105,0.3293909084412359,0.0,tensor(98.9583),0.5460227429866791,tensor(83)
106,0.32927397181910856,0.0,tensor(98.9583),0.5506123850742976,tensor(83)
107,0.33061202639533627,0.0,tensor(98.8095),0.5833822538455328,tensor(80)
108,0.32933026215722483,0.0,tensor(99.0079),0.5694513022899628,tensor(80)
109,0.3291334322383327,0.0,tensor(99.0079),0.834589421749115,tensor(58)
110,0.3292747519669994,0.0,tensor(99.0079),0.5679551611344019,tensor(80)
111,0.3291417706397272,0.0,tensor(99.0079),0.5409804334243139,tensor(85)
112,0.32891284506167134,0.0,tensor(99.0079),0.5468844026327133,tensor(83)
113,0.32936251403823974,0.0,tensor(98.9583),0.572924534479777,tensor(81)
114,0.3291840000498679,0.0,tensor(99.0575),0.5661877542734146,tensor(82)
115,0.3301610855325576,0.0,tensor(98.9087),0.6165969371795654,tensor(78)
116,0.328851992084134,0.0,tensor(99.0575),0.5386631240447363,tensor(85)
117,0.32907870892555485,0.0,tensor(99.0079),0.5477514813343684,tensor(84)
118,0.32894170909158643,0.0,tensor(99.0079),0.5436740716298422,tensor(85)
119,0.3299441078016835,0.0,tensor(98.9583),0.5457045237223307,tensor(83)
120,0.3291974812746048,0.0,tensor(99.0079),0.5572518010934194,tensor(83)
121,0.3287001574231732,0.0,tensor(99.0079),0.5487458060185114,tensor(83)
122,0.32878086259288175,0.0,tensor(99.0079),0.5476440141598383,tensor(83)
123,0.3288601391738461,0.0,tensor(99.0079),0.5401940097411474,tensor(85)
124,0.3290308319753216,0.0,tensor(99.0575),0.5381755083799362,tensor(85)
125,0.3289114904980506,0.0,tensor(99.0575),0.548501119017601,tensor(83)
126,0.3286743745688469,0.0,tensor(99.0575),0.5458546380201975,tensor(83)
127,0.3291209815971313,0.0,tensor(99.0079),0.536029726266861,tensor(85)
128,0.3290379749190423,0.0,tensor(98.9583),0.5355098793903986,tensor(85)
129,0.3272140482741018,0.0,tensor(99.2560),0.5866713325182596,tensor(81)
130,0.32804779419975894,0.0,tensor(99.1071),0.6993791361649832,tensor(68)
131,0.32814529297813294,0.0,tensor(99.1567),0.5388526419798533,tensor(84)
132,0.32807411061179254,0.0,tensor(99.1071),0.5330300678809484,tensor(85)
133,0.3276875480528801,0.0,tensor(99.3056),0.5388376067082087,tensor(85)
134,0.3274230832053769,0.0,tensor(99.1567),0.5284042805433273,tensor(85)
135,0.32720919386033087,0.0,tensor(99.2560),0.6142783413330714,tensor(77)
136,0.32724326127959835,0.0,tensor(99.2064),0.540322075287501,tensor(86)
137,0.32667622883473674,0.0,tensor(99.3056),0.5596795231103897,tensor(82)
138,0.3262655384117557,0.0,tensor(99.3056),0.5392453322807947,tensor(85)
139,0.3270531118877472,0.0,tensor(99.3552),0.5415763308604559,tensor(84)
140,0.32689465101688137,0.0,tensor(99.1567),0.5358747194210688,tensor(85)
141,0.3262846489106455,0.0,tensor(99.2560),0.5572883437077204,tensor(81)
142,0.3265317346780531,0.0,tensor(99.4048),0.5413805445035299,tensor(84)
143,0.3255058248196879,0.0,tensor(99.4048),0.5509880781173706,tensor(84)
144,0.3254258430773212,0.0,tensor(99.4544),0.5520934760570526,tensor(82)
145,0.3257621459422573,0.0,tensor(99.4048),0.5472344905138016,tensor(84)
146,0.32565564397842656,0.0,tensor(99.4048),0.5501148104667664,tensor(82)
147,0.3246492104184243,0.0,tensor(99.5536),0.5679784417152405,tensor(80)
148,0.32481672398505673,0.0,tensor(99.5040),0.552799125512441,tensor(84)
149,0.3256876112953309,0.0,tensor(99.3552),0.7380626797676086,tensor(66)
150,0.32545424420987407,0.0,tensor(99.4544),0.5717784017324448,tensor(80)
151,0.32450441439305583,0.0,tensor(99.5536),0.5487989832957586,tensor(84)
152,0.32360848255695834,0.0,tensor(99.5536),0.5474221557378769,tensor(84)
153,0.3242825687892975,0.0,tensor(99.5040),0.6047404309113821,tensor(77)
154,0.3253200852101849,0.0,tensor(99.4048),0.5470335384209951,tensor(84)
155,0.3239317305626408,0.0,tensor(99.6032),0.5424387156963348,tensor(83)
156,0.3249276155425656,0.0,tensor(99.6032),0.5537495066722234,tensor(82)
157,0.3229942797653137,0.0,tensor(99.7024),0.5780631055434545,tensor(81)
158,0.32348925740488116,0.0,tensor(99.5536),0.5484965542952219,tensor(82)
159,0.32480505685652455,0.0,tensor(99.4544),0.5510541101296743,tensor(84)
