epoch,train loss,reg loss,train acc,test loss,test acc
0,0.545057317902965,0.0,tensor(75.9425),0.9163636068503062,tensor(51)
1,0.5100577661106663,0.0,tensor(80.1091),0.8927634557088217,tensor(54)
2,0.49050730226501343,0.0,tensor(82.7877),0.8927634557088217,tensor(54)
3,0.4735114665762071,0.0,tensor(84.3254),0.8476081987222036,tensor(57)
4,0.4622238499502982,0.0,tensor(85.3175),0.8927634557088217,tensor(54)
5,0.46495850672644956,0.0,tensor(85.2183),0.8927634557088217,tensor(54)
6,0.444656299487237,0.0,tensor(87.4008),0.8411174615224203,tensor(58)
7,0.4224480760674323,0.0,tensor(89.6329),0.8675702611605326,tensor(55)
8,0.4106822109991504,0.0,tensor(91.3194),0.8853906293710073,tensor(54)
9,0.40510446554230106,0.0,tensor(91.5675),0.9769221146901449,tensor(47)
10,0.3933654538085384,0.0,tensor(93.0060),0.9781006872653961,tensor(47)
11,0.37269977023524625,0.0,tensor(95.3373),0.8631723125775655,tensor(57)
12,0.3783807341129549,0.0,tensor(94.4444),0.8875565032164255,tensor(54)
13,0.3846545070409775,0.0,tensor(93.7996),0.8852850397427877,tensor(54)
14,0.37341198998112834,0.0,tensor(94.9405),0.9282040596008301,tensor(51)
15,0.3621915280818939,0.0,tensor(95.9325),0.8875537614027659,tensor(54)
16,0.35733967971417213,0.0,tensor(96.3790),0.8875533044338226,tensor(54)
17,0.3618479803685219,0.0,tensor(95.9821),0.6624231537183126,tensor(73)
18,0.35593997663067234,0.0,tensor(96.5278),0.8838852941989899,tensor(54)
19,0.3500995991691466,0.0,tensor(97.0734),0.8925880988438925,tensor(54)
20,0.3508841529969246,0.0,tensor(97.1230),0.6218705922365189,tensor(77)
21,0.35492091794167796,0.0,tensor(96.4286),0.8875524501005808,tensor(54)
22,0.34408240933572093,0.0,tensor(97.6190),0.7572280963261923,tensor(63)
23,0.3437186268068129,0.0,tensor(97.4702),0.8927634557088217,tensor(54)
24,0.3430567825994184,0.0,tensor(97.8175),0.668929914633433,tensor(74)
25,0.335944309349983,0.0,tensor(98.4127),0.7000638047854105,tensor(71)
26,0.3310867365329496,0.0,tensor(98.9583),0.8856584628423055,tensor(56)
27,0.3284748432136351,0.0,tensor(99.2560),0.6292264958222707,tensor(76)
28,0.3263363535365751,0.0,tensor(99.4048),0.6268312633037567,tensor(76)
29,0.32536345431881564,0.0,tensor(99.4048),0.587873230377833,tensor(80)
30,0.32472127291464037,0.0,tensor(99.4544),0.6309479176998138,tensor(76)
31,0.32353773809248404,0.0,tensor(99.5536),0.551016370455424,tensor(83)
32,0.3233897344719979,0.0,tensor(99.5536),0.5563096702098846,tensor(83)
33,0.32286205647453187,0.0,tensor(99.6032),0.5744752436876297,tensor(82)
