epoch,train loss,reg loss,train acc,test loss,test acc
0,0.6069977235409522,0.0,tensor(69.0476),0.8667218287785848,tensor(56)
1,0.5550879836082458,0.0,tensor(75.1984),1.0308488011360168,tensor(43)
2,0.5499674182745719,0.0,tensor(76.0913),0.8667218287785848,tensor(56)
3,0.5130295426614823,0.0,tensor(80.0595),0.9039862255255381,tensor(51)
4,0.5244077766133893,0.0,tensor(78.9683),1.0258150696754456,tensor(43)
5,0.5015454133672099,0.0,tensor(81.3988),0.741923322280248,tensor(64)
6,0.511910236170215,0.0,tensor(80.7044),0.8667218287785848,tensor(56)
7,0.4936659475488047,0.0,tensor(82.5893),0.8005832334359487,tensor(59)
8,0.4932864072822755,0.0,tensor(82.1429),0.7237035433451334,tensor(69)
9,0.47600353100607473,0.0,tensor(84.0774),0.8667218287785848,tensor(56)
10,0.4736482731757625,0.0,tensor(83.5814),0.6122041791677475,tensor(77)
11,0.47546569185872234,0.0,tensor(83.8294),1.0308883488178253,tensor(43)
12,0.4692137659557404,0.0,tensor(84.4246),0.8667218287785848,tensor(56)
13,0.46258095147148254,0.0,tensor(85.5655),0.846764862537384,tensor(57)
14,0.44660176432901816,0.0,tensor(87.0536),1.0308813254038494,tensor(43)
15,0.44494669764272626,0.0,tensor(87.3016),0.86672110358874,tensor(56)
16,0.4350920550284847,0.0,tensor(88.5913),0.711797297000885,tensor(70)
17,0.4273484358864446,0.0,tensor(89.2857),0.6439687261978785,tensor(76)
18,0.41439205263891526,0.0,tensor(91.0218),1.0308874746163685,tensor(43)
19,0.421482632237096,0.0,tensor(89.6329),0.6390218337376913,tensor(77)
20,0.41163412361375745,0.0,tensor(91.0218),0.866718461116155,tensor(56)
21,0.4063639876342589,0.0,tensor(91.4186),0.8667218287785848,tensor(56)
22,0.4113111231596239,0.0,tensor(90.8234),1.0308883786201477,tensor(43)
23,0.4022444996141618,0.0,tensor(91.8155),0.8341622451941172,tensor(59)
24,0.3887724347652928,0.0,tensor(93.3036),0.5585736135641733,tensor(81)
25,0.3900611266013115,0.0,tensor(93.0556),0.8615968922773997,tensor(56)
26,0.3893547567629045,0.0,tensor(92.9067),0.7220994929472605,tensor(64)
27,0.3779288400565424,0.0,tensor(94.2460),0.8583827118078867,tensor(56)
28,0.3765803820663883,0.0,tensor(94.6429),1.0308882395426433,tensor(43)
29,0.3746654771028026,0.0,tensor(94.7421),1.0154105027516682,tensor(44)
30,0.3741270846897556,0.0,tensor(94.5436),0.8548014561335245,tensor(57)
31,0.3663382059143436,0.0,tensor(95.4861),0.5513390054305395,tensor(83)
32,0.37360250421108737,0.0,tensor(94.7917),1.0308883786201477,tensor(43)
33,0.3704044794844043,0.0,tensor(95.2877),1.0308883786201477,tensor(43)
34,0.36004893962414036,0.0,tensor(96.1310),0.8667218287785848,tensor(56)
35,0.36367149170367946,0.0,tensor(95.6349),1.0308883786201477,tensor(43)
36,0.36847317314917044,0.0,tensor(95.2877),0.5723563581705093,tensor(82)
37,0.3554750810707769,0.0,tensor(96.4782),0.8198746045430502,tensor(60)
38,0.3549559789319192,0.0,tensor(96.4782),0.8645478586355845,tensor(56)
39,0.36097043127782885,0.0,tensor(95.6349),0.8667218287785848,tensor(56)
40,0.35232855235376664,0.0,tensor(96.8750),1.0308750967184703,tensor(43)
41,0.3492816585686899,0.0,tensor(97.1726),0.5800456206003824,tensor(79)
42,0.34885052327186833,0.0,tensor(97.2222),1.0287969211737316,tensor(43)
43,0.3500243934892839,0.0,tensor(97.0238),0.5559947043657303,tensor(84)
