epoch,train loss,reg loss,train acc,test loss,test acc
0,0.5391116411455216,0.0,tensor(77.8770),0.9558884501457214,tensor(49)
1,0.50458460517468,0.0,tensor(81.3492),0.9558884501457214,tensor(49)
2,0.4819027819941121,0.0,tensor(83.7798),0.9358917574087778,tensor(50)
3,0.4559228026097821,0.0,tensor(86.2599),0.9350949029127756,tensor(50)
4,0.46644672991768005,0.0,tensor(85.1686),0.9495838582515717,tensor(49)
5,0.44800936214385495,0.0,tensor(86.9048),0.9558884501457214,tensor(49)
6,0.42963577855017876,0.0,tensor(89.1369),0.9481347799301147,tensor(49)
7,0.42503389235465755,0.0,tensor(89.9306),0.5899205605189005,tensor(80)
8,0.4234184142081968,0.0,tensor(89.7321),0.9558882415294647,tensor(49)
9,0.4119173567141256,0.0,tensor(90.6746),0.9343791802724203,tensor(51)
10,0.39848163099058215,0.0,tensor(92.2123),0.9558881322542826,tensor(49)
11,0.39496712434676384,0.0,tensor(92.6587),0.8212380707263947,tensor(60)
12,0.38813210350851857,0.0,tensor(93.3532),0.9558884799480438,tensor(49)
13,0.3854441109203523,0.0,tensor(93.3532),0.9617396195729574,tensor(46)
14,0.3707688869007172,0.0,tensor(94.8413),0.9417217572530111,tensor(50)
15,0.37163315376927775,0.0,tensor(95.0397),0.5941720008850098,tensor(79)
16,0.36244476033795264,0.0,tensor(96.0317),0.9417217572530111,tensor(50)
17,0.36085558322168165,0.0,tensor(95.8829),0.9410367012023926,tensor(50)
18,0.3519597048721006,0.0,tensor(97.0238),0.6287679026524226,tensor(77)
19,0.35540728655553633,0.0,tensor(96.4782),0.9386719862620035,tensor(49)
20,0.3483424330911329,0.0,tensor(97.3214),0.8194721341133118,tensor(52)
21,0.3520832205972364,0.0,tensor(96.9742),0.9505690435568491,tensor(49)
22,0.3505046833907404,0.0,tensor(97.1230),0.9417178928852081,tensor(50)
23,0.34439536784925767,0.0,tensor(97.6686),0.7424630175034205,tensor(66)
24,0.3398051165765332,0.0,tensor(98.1151),0.6126921226580938,tensor(78)
25,0.3333534670452918,0.0,tensor(98.8591),0.9542929530143738,tensor(49)
26,0.32909142538424463,0.0,tensor(99.0575),0.6230407655239105,tensor(77)
